Ælfwine,Tolkien
Tar-Ardamin,Tolkien
Ar-Adûnakhôr,Tolkien
Beleg,Tolkien
Eönwë,Tolkien
Ilmarë,Tolkien
Uinen,Tolkien
Salmar,Tolkien
Gríma Wormtongue,Tolkien
Maedhros,Tolkien
Húrin,Tolkien
Maglor,Tolkien
Tilion,Tolkien
Celebrían,Tolkien
Caranthir,Tolkien
Arvedui,Tolkien
Barahir,Tolkien
Elfhild,Tolkien
Eöl,Tolkien
Amras,Tolkien
Anairë,Tolkien
Aredhel,Tolkien
Nerdanel,Tolkien
Elladan and Elrohir,Tolkien
Aegnor,Tolkien
Bëor,Tolkien
Baran,Tolkien
Andreth,Tolkien
Eärwen,Tolkien
Belen,Tolkien
Bereg,Tolkien
Boron,Tolkien
Bregor,Tolkien
Bregolas,Tolkien
Baragund,Tolkien
Morwen,Tolkien
Elenwë,Tolkien
Galdor,Tolkien
Dior,Tolkien
Eluréd and Elurín,Tolkien
Tar-Elendil,Tolkien
Valandil of Andúnië,Tolkien
Tar-Ancalimë,Tolkien
Tar-Telperiën,Tolkien
Tar-Vanimeldë,Tolkien
Silmariën,Tolkien
Tar-Meneldur,Tolkien
Freca,Tolkien
Wulf I,Tolkien
Valandil,Tolkien
Arantar,Tolkien
Tarcil,Tolkien
Tarondor of Arnor,Tolkien
Valandur,Tolkien
Argon,Tolkien
Mahtan,Tolkien
Tar-Aldarion,Tolkien
Ghân-buri-Ghân,Tolkien
Hador,Tolkien
Nimrodel,Tolkien
Mithrellas,Tolkien
Olwë,Tolkien
Tar-Palantir,Tolkien
Ar-Gimilzôr,Tolkien
Ar-Sakalthôr,Tolkien
Ar-Zimrathôn,Tolkien
Vidumavi,Tolkien
Vidugavia,Tolkien
Rómendacil II,Tolkien
Aranarth,Tolkien
Argeleb I,Tolkien
Malvegil,Tolkien
Celebrindor,Tolkien
Celepharn,Tolkien
Mallor,Tolkien
Beleg of Arnor,Tolkien
Araphant,Tolkien
Tar-Minastir,Tolkien
Tar-Ciryatan,Tolkien
Tar-Atanamir,Tolkien
Tar-Ancalimon,Tolkien
Tar-Telemmaitë,Tolkien
Elendur,Tolkien
Amlaith,Tolkien
Arveleg I,Tolkien
Araphor,Tolkien
Arvegil,Tolkien
Arveleg II,Tolkien
Araval,Tolkien
Arahael,Tolkien
Aranuir,Tolkien
Aravir,Tolkien
Araglas,Tolkien
Arahad I,Tolkien
Aragost,Tolkien
Aravorn,Tolkien
Arahad II,Tolkien
Arassuil,Tolkien
Arathorn I,Tolkien
Argonui,Tolkien
Arathorn II,Tolkien
Vardamir Nólimon,Tolkien
Tar-Amandil,Tolkien
Tar-Súrion,Tolkien
Tar-Anárion,Tolkien
Erendis,Tolkien
Tar-Calmacil,Tolkien
Mablung,Tolkien
Isilmo,Tolkien
Pallando,Tolkien
Fosco Baggins,Tolkien
Tobias Hornblower,Tolkien
Gamling,Tolkien
Mouth of Sauron,Tolkien
Erestor,Tolkien
Oropher,Tolkien
Amdír,Tolkien
Pengolodh,Tolkien
Elmo,Tolkien
Galadhon,Tolkien
Galathil,Tolkien
Imin,Tolkien
Inzilbêth,Tolkien
Khamûl,Tolkien
Khîm,Tolkien
Gorlim,Tolkien
Lalaith,Tolkien
Lenwë,Tolkien
Léod,Tolkien
Magor,Tolkien
Malach,Tolkien
Mauhúr,Tolkien
Snaga,Tolkien
Nahar,Tolkien
Beechbone,Tolkien
Finglas,Tolkien
Ailinel,Tolkien
Tar-Alcarin,Tolkien
Amarië,Tolkien
Amrothos,Tolkien
Carcharoth,Tolkien
Herucalmo,Tolkien
Draugluin,Tolkien
Bard II,Tolkien
Fastred,Tolkien
Folcred,Tolkien
Borondir,Tolkien
Hirgon,Tolkien
Gwaihir,Tolkien
Fredegar Bolger,Tolkien
Ibûn,Tolkien
Hareth,Tolkien
Berúthiel,Tolkien
Belegund,Tolkien
Paladin Took II,Tolkien
Emeldir,Tolkien
Aratan,Tolkien
Ciryon,Tolkien
Ecthelion of the Fountain,Tolkien
Belemir,Tolkien
Bergil,Tolkien
Bór,Tolkien
Ohtar,Tolkien
Orophin,Tolkien
Rúmil of Lórien,Tolkien
Glóredhel,Tolkien
Gwindor,Tolkien
Soronto,Tolkien
Grimbold,Tolkien
Bill Ferny,Tolkien
Watcher in the Water,Tolkien
Landroval,Tolkien
Damrod,Tolkien
The King of the Dead,Tolkien
Grimbeorn,Tolkien
Bob,Tolkien
Ted Sandyman,Tolkien
Folco Boffin,Tolkien
Milo Burrows,Tolkien
Elboron,Tolkien
Roäc,Tolkien
Thuringwethil,Tolkien
Elfhelm,Tolkien
Hirluin,Tolkien
Forlong,Tolkien
Háma,Tolkien
Farin,Tolkien
Ioreth,Tolkien
Iorlas,Tolkien
Isembard Took,Tolkien
Drogo Baggins,Tolkien
Mirabella (Took) Brandybuck,Tolkien
Elanor Gardner,Tolkien
Hildigrim Took,Tolkien
Pearl Took,Tolkien
Faramir Took I,Tolkien
Eglantine (Banks) Took,Tolkien
Elendur of Arnor,Tolkien
Eärendur of Arnor,Tolkien
Eärendur of Númenor,Tolkien
Eilinel,Tolkien
Ivorwen,Tolkien
Lily Cotton,Tolkien
Saeros,Tolkien
Malbeth the Seer,Tolkien
Gilmith,Tolkien
Zamîn,Tolkien
Lungorthin,Tolkien
Gimilkhâd,Tolkien
Gimilzagar,Tolkien
Filibert Bolger,Tolkien
May Gamgee,Tolkien
Hathaldir,Tolkien
Hathol,Tolkien
Madoc Brandybuck,Tolkien
Ulfang,Tolkien
Herumor,Tolkien
Fuinur,Tolkien
Meneldor,Tolkien
"Tom, Bert, and William",Tolkien
Andróg,Tolkien
Frodo Gardner,Tolkien
Odo Proudfoot,Tolkien
Sador,Tolkien
Angbor,Tolkien
Éothain,Tolkien
Vorondil,Tolkien
Adrahil II,Tolkien
Tata,Tolkien
Enel,Tolkien
Fréawine,Tolkien
Aerin,Tolkien
Baranor,Tolkien
Holman Greenhand,Tolkien
Éomund,Tolkien
Halmir,Tolkien
Marhwini,Tolkien
Dudo Baggins,Tolkien
Blanco,Tolkien
Marcho,Tolkien
Daeron,Tolkien
Uldor,Tolkien
Harry Goatleaf,Tolkien
Longo Baggins,Tolkien
Borlach,Tolkien
Borlad,Tolkien
Borthand,Tolkien
Lorgan,Tolkien
Aranwë,Tolkien
Isengrim Took II,Tolkien
Bladorthin,Tolkien
Nellas,Tolkien
Ingwion,Tolkien
Dírhael,Tolkien
Ingold,Tolkien
Borlas,Tolkien
Lindir,Tolkien
Aglahad,Tolkien
Angelimir,Tolkien
Guilin,Tolkien
Elphir,Tolkien
Master of Laketown,Tolkien
Ulfast,Tolkien
Ulwarth,Tolkien
Eldalótë,Tolkien
Ciryatur,Tolkien
Îbal,Tolkien
Almarian,Tolkien
Vëantur,Tolkien
Dorlas,Tolkien
Hunthor,Tolkien
Enerdhil,Tolkien
Ufthak,Tolkien
Orchaldor,Tolkien
Edrahil,Tolkien
Elemmakil,Tolkien
Mablung the Ranger,Tolkien
Annael,Tolkien
Arciryas,Tolkien
Gelmir,Tolkien
Marhari,Tolkien
Forthwini,Tolkien
Galion,Tolkien
Alphros,Tolkien
Ceorl,Tolkien
Targon,Tolkien
Númendil,Tolkien
Adrahil I,Tolkien
Almiel,Tolkien
Gandalf,Tolkien
Harding,Tolkien
Mairen,Tolkien
Arminas,Tolkien
Findegil,Tolkien
Muzgash,Tolkien
Orcobal,Tolkien
Elatan,Tolkien
Manwë,Tolkien
Hanna (Goldworthy) Brandybuck,Tolkien
Gálmód,Tolkien
Hamson Gamgee,Tolkien
Beldis,Tolkien
Dúnhere,Tolkien
Hallacar,Tolkien
Old Noakes,Tolkien
Galador,Tolkien
Arthad,Tolkien
Horn,Tolkien
Erchirion,Tolkien
Lindo,Tolkien
Lindórië,Tolkien
Dervorin,Tolkien
Duinhir,Tolkien
Robin Smallburrow,Tolkien
Imrazôr,Tolkien
Isilmë,Tolkien
Nolondil,Tolkien
Dírhavel,Tolkien
Erellont,Tolkien
Ragnir,Tolkien
Hob Gammidge,Tolkien
Wiseman Gamwich,Tolkien
Hamfast of Gamwich,Tolkien
Duilin,Tolkien
Derufin,Tolkien
Falco Chubb-Baggins,Tolkien
Druda Burrows Boffin,Tolkien
Rollo Boffin,Tolkien
Ponto Baggins II,Tolkien
Rosamunda (Took) Bolger,Tolkien
Hildibrand Took,Tolkien
Húrin of Emyn Arnen,Tolkien
Odovacar Bolger,Tolkien
Buffo Boffin,Tolkien
Tatië,Tolkien
Iminyë,Tolkien
Enelyë,Tolkien
Halfred Gamgee,Tolkien
Hardang,Tolkien
Hundad,Tolkien
Hundar,Tolkien
Manthor,Tolkien
Ulbar,Tolkien
Porto Baggins,Tolkien
Tolman Cotton,Tolkien
Bowman Cotton,Tolkien
Minto Burrows,Tolkien
Daisy Gamgee I,Tolkien
Angamaitë,Tolkien
Sangahyando,Tolkien
Dairuin,Tolkien
Sigismond Took,Tolkien
Wídfara,Tolkien
Mrs. Proudfoot,Tolkien
Seredic Brandybuck,Tolkien
Griffo Boffin,Tolkien
Sapphira (Brockhouse) Boffin,Tolkien
Otto Boffin,Tolkien
Marigold (Gamgee) Cotton,Tolkien
Tolman Cotton Jr.,Tolkien
Erling Greenhand,Tolkien
Donnamira (Took) Boffin,Tolkien
Ponto Baggins,Tolkien
Henderch,Tolkien
Algund,Tolkien
Gostir,Tolkien
Tosto Boffin,Tolkien
Hendor,Tolkien
Forweg,Tolkien
Jago Boffin,Tolkien
Vigo Boffin,Tolkien
Atanalcar,Tolkien
Manwendil,Tolkien
Tindómiel,Tolkien
Vardilmë,Tolkien
Yávien,Tolkien
Oromendil,Tolkien
Sagroth,Tolkien
Gethron,Tolkien
Grithnir,Tolkien
Fortinbras Took II,Tolkien
Sadoc Brandybuck,Tolkien
Marroc Brandybuck,Tolkien
Meleth,Tolkien
Rowan Greenhand,Tolkien
Halfred Greenhand,Tolkien
Naugladur,Tolkien
Bosco Boffin,Tolkien
Basso Boffin,Tolkien
Isumbras Took I,Tolkien
Isumbras Took III,Tolkien
Caliondo,Tolkien
Tarciryan,Tolkien
Déorwine,Tolkien
Orleg,Tolkien
Hilda Brandybuck,Tolkien
Fíli and Kíli,Tolkien
Wilibald Bolger,Tolkien
Urthel,Tolkien
Ragnor,Tolkien
Radhruin,Tolkien
Glirhuin,Tolkien
Hugo Boffin,Tolkien
Peony (Baggins) Burrows,Tolkien
Gárulf,Tolkien
Axantur,Tolkien
Lindissë,Tolkien
Írildë,Tolkien
Hatholdir,Tolkien
Galar,Tolkien
Penlod,Tolkien
Rog,Tolkien
Galdor of the Tree,Tolkien
Salgant,Tolkien
Tulkastor,Tolkien
Hallatan,Tolkien
Minohtar,Tolkien
Gerda (Boffin) Bolger,Tolkien
Beldir,Tolkien
Gléowine,Tolkien
Golasgil,Tolkien
Éofor,Tolkien
Saelon,Tolkien
Berelach,Tolkien
Morwë,Tolkien
Nurwë,Tolkien
Hildifons Took,Tolkien
Saradas Brandybuck,Tolkien
Dodinas Brandybuck,Tolkien
Dinodas Brandybuck,Tolkien
Gorbulas Brandybuck,Tolkien
Marmadas Brandybuck,Tolkien
Merimas Brandybuck,Tolkien
Mentha Brandybuck,Tolkien
Rufus Burrows,Tolkien
Fire-drake of Gondolin,Tolkien
Indor,Tolkien
Estelmo,Tolkien
Gundor,Tolkien
Gildis,Tolkien
Nessanië,Tolkien
Bruno Bracegirdle,Tolkien
Blanco Bracegirdle,Tolkien
Primrose Bracegirdle,Tolkien
Guthláf,Tolkien
Herefara,Tolkien
Herubrand,Tolkien
Ivy (Goodenough) Boffin,Tolkien
Jessamine (Boffin) Bolger,Tolkien
Larnach,Tolkien
Uin,Tolkien
Durin VII,Tolkien
Gilfanon,Tolkien
Meril-i-Turinqi,Tolkien
Nielíqui,Tolkien
Òmar,Tolkien
Hending Greenhand,Tolkien
Ferumbras Took II,Tolkien
Fortinbras Took I,Tolkien
Willie Banks,Tolkien
Rudigar Bolger,Tolkien
Fastolph Bolger,Tolkien
Hob Hayward,Tolkien
Rose Greenhand,Tolkien
Nina Lightfoot,Tolkien
Holfast Gardner,Tolkien
Imlach,Tolkien
Núneth,Tolkien
Isembold Took,Tolkien
Isengrim Took III,Tolkien
Black Serpent,Tolkien
Hildigard Took,Tolkien
Cersei Lannister,George Martin
Maegor I Targaryen,George Martin
Jaehaerys I Targaryen,George Martin
Aegon II Targaryen,George Martin
Aegon III Targaryen,George Martin
Baelor I Targaryen,George Martin
Viserys II Targaryen,George Martin
Aegon IV Targaryen,George Martin
Daeron II Targaryen,George Martin
Maekar I Targaryen,George Martin
Viserys III Targaryen,George Martin
Daenerys I Targaryen,George Martin
Robert I Baratheon,George Martin
Joffrey I Baratheon,George Martin
Tommen I Baratheon,George Martin
Tyrion Lannister,George Martin
Tywin Lannister,George Martin
Jaime Lannister,George Martin
Eddard Stark,George Martin
Catelyn Stark,George Martin
Brynden Rivers,George Martin
Jon Snow,George Martin
Arya Stark,George Martin
Sansa Stark,George Martin
Theon Greyjoy,George Martin
Asha Greyjoy,George Martin
Duncan the Tall,George Martin
Bran Stark,George Martin
Aeron Greyjoy,George Martin
Victarion Greyjoy,George Martin
Areo Hotah,George Martin
Arianne Martell,George Martin
Quentyn Martell,George Martin
Arys Oakheart,George Martin
Davos Seaworth,George Martin
Samwell Tarly,George Martin
Brienne Tarth,George Martin
Will,George Martin
Cressen,George Martin
Chett,George Martin
Merrett Frey,George Martin
Pate,George Martin
Varamyr,George Martin
Melisandre,George Martin
Kaeth,George Martin
Benjen Stark,George Martin
Sandor Clegane,George Martin
Barristan Selmy,George Martin
Mors Martell,George Martin
Stannis Baratheon,George Martin
Robb Stark,George Martin
Renly Baratheon,George Martin
Jon Arryn,George Martin
Shiera Seastar,George Martin
Denys Darklyn,George Martin
Steffon Baratheon,George Martin
Aerion Targaryen,George Martin
Daeron Targaryen,George Martin
Rhaegar Targaryen,George Martin
Free Folk,George Martin
Balon IX Greyjoy,George Martin
Myrcella Baratheon,George Martin
Petyr Baelish,George Martin
Lyanna Stark,George Martin
Rickon Stark,George Martin
Brandon Stark,George Martin
Margaery Tyrell,George Martin
Mance Rayder,George Martin
Euron III Greyjoy,George Martin
Lysa Arryn,George Martin
Hoster Tully,George Martin
Edmure Tully,George Martin
Jorah Mormont,George Martin
Gregor Clegane,George Martin
Drogo,George Martin
Jaqen H'ghar,George Martin
Loras Tyrell,George Martin
Walder Frey,George Martin
Roose Bolton,George Martin
Varys,George Martin
Gendry,George Martin
Elbert Arryn,George Martin
Robert Arryn,George Martin
Waymar Royce,George Martin
Jeor Mormont,George Martin
Jason Mallister,George Martin
Rickard Stark,George Martin
Doran Martell,George Martin
Elia Martell,George Martin
Joanna Lannister,George Martin
Oberyn Martell,George Martin
Visenya Targaryen,George Martin
Howland Reed,George Martin
Rhaenyra Targaryen,George Martin
Gerold Hightower,George Martin
Jon Connington,George Martin
Lewyn Martell,George Martin
Aegon Blackfyre,George Martin
Aemon Blackfyre,George Martin
Coldhands,George Martin
Beric Dondarrion,George Martin
Azor Ahai,George Martin
Ramsay Bolton,George Martin
Alannys Harlaw,George Martin
Tobho Mott,George Martin
Kevan Lannister,George Martin
Janos Slynt,George Martin
Rhaegal,George Martin
Rosey,George Martin
Rhaella Targaryen,George Martin
Maelys Blackfyre,George Martin
Rhaego,George Martin
Naerys Targaryen,George Martin
Rhaegal I Targaryen,George Martin
Mace Tyrell,George Martin
Randyll Tarly,George Martin
Brynden Tully,George Martin
Ygritte,George Martin
Allyria Dayne,George Martin
Edric Dayne,George Martin
Nymeria,George Martin
Trystane Martell,George Martin
Pycelle,George Martin
Arthur Dayne,George Martin
Jojen Reed,George Martin
Orys Baratheon,George Martin
Rodrik Greyjoy,George Martin
Paxter Redwyne,George Martin
Maron Greyjoy,George Martin
Illyrio Mopatis,George Martin
Amory Lorch,George Martin
Edric Storm,George Martin
Grey Wind,George Martin
Balman Byrch,George Martin
Osha,George Martin
Jeyne Westerling,George Martin
Hodor,George Martin
Willem Darry,George Martin
Meera Reed,George Martin
Mya Stone,George Martin
Thoros of Myr,George Martin
Wylla,George Martin
Old Nan,George Martin
Skinchangers,George Martin
Wayn,George Martin
Luwin,George Martin
Bronn,George Martin
Shae,George Martin
Minisa Tully,George Martin
Aenar Targaryen,George Martin
Olenna Tyrell,George Martin
Syrio Forel,George Martin
Gilly,George Martin
Qhorin,George Martin
Jeyne Poole,George Martin
Vargo Hoat,George Martin
Pyat Pree,George Martin
Donal Noye,George Martin
Barra,George Martin
Allar Deem,George Martin
Lancel Lannister,George Martin
Marillion,George Martin
Rodrik Cassel,George Martin
Yoren,George Martin
Hot Pie,George Martin
Dickon Tarly,George Martin
Salladhor Saan,George Martin
Robar Royce,George Martin
Wineseller,George Martin
Mirri Maz Duur,George Martin
Podrick Payne,George Martin
Lollys Stokeworth,George Martin
Tysha,George Martin
Mandon Moore,George Martin
Tyrek Lannister,George Martin
Ermesande Hayford,George Martin
Vardis Egen,George Martin
Selwyn Tarth,George Martin
Xaro Xhoan Daxos,George Martin
Quaithe,George Martin
Wex Pyke,George Martin
Devan Seaworth,George Martin
Ilyn Payne,George Martin
Alayaya,George Martin
Ashara Dayne,George Martin
Hobb,George Martin
Umma,George Martin
Harys Swyft,George Martin
Qyburn,George Martin
Lyonel Selmy,George Martin
Prince that was Promised,George Martin
Rickard Karstark,George Martin
Simon Toyne,George Martin
Tytos Lannister,George Martin
Tygett Lannister,George Martin
Roslin Tully,George Martin
Tanda Stokeworth,George Martin
Selyse Florent,George Martin
Myles Toyne,George Martin
She-Wolves,George Martin
Mellario of Norvos,George Martin
Shireen Baratheon,George Martin
Tommen II Lannister,George Martin
Haggon,George Martin
Gerion Lannister,George Martin
Shrykos,George Martin
Laenor Velaryon,George Martin
Jacaerys Velaryon,George Martin
Aemond Targaryen,George Martin
Daemon Targaryen,George Martin
Cregan Stark,George Martin
Beron Stark,George Martin
Willam Stark,George Martin
Edric Stark,George Martin
Rodwell Stark,George Martin
Urrigon Greyjoy,George Martin
Quellon Greyjoy,George Martin
Robin Greyjoy,George Martin
Darlessa Marbrand,George Martin
Clement Piper,George Martin
Marq Piper,George Martin
Harlon Greyjoy,George Martin
Quenton Greyjoy,George Martin
Donel Greyjoy,George Martin
Cassana Estermont,George Martin
Harrold Hardyng,George Martin
Anya Waynwood,George Martin
Desmond Grell,George Martin
Cynthea Frey,George Martin
Maege Mormont,George Martin
Serenei of Lys,George Martin
Mikken,George Martin
Taena Merryweather,George Martin
Ellaria Sand,George Martin
Dusky Woman,George Martin
Lyarra Stark,George Martin
Daario Naharis,George Martin
Alyssa Targaryen,George Martin
Daella Targaryen,George Martin
Maegelle Targaryen,George Martin
Viserra Targaryen,George Martin
Saera Targaryen,George Martin
Gael Targaryen,George Martin
Laena Velaryon,George Martin
William Mooton,George Martin
Aemma Arryn,George Martin
Aerea Targaryen,George Martin
Rhalla Targaryen,George Martin
Alyssa Velaryon,George Martin
Biter,George Martin
Hullen,George Martin
Wyman Manderly,George Martin
Eddison Tollett,George Martin
Russell Merryweather,George Martin
Polliver,George Martin
Night's King,George Martin
Smiling Knight,George Martin
Mord,George Martin
Emmon Cuy,George Martin
Stevron Frey,George Martin
Olyvar Frey,George Martin
Walder Rivers,George Martin
Aenys Frey,George Martin
Emmon Frey,George Martin
Cleos Frey,George Martin
Jared Frey,George Martin
Symond Frey,George Martin
Rhaegar Frey,George Martin
Urron Greyiron,George Martin
Chataya,George Martin
Jacelyn Bywater,George Martin
Hosteen Frey,George Martin
Silver Denys,George Martin
Lothar Frey,George Martin
Ryman Frey,George Martin
Aegon Frey,George Martin
Edwyn Frey,George Martin
Amerei Frey,George Martin
Mullin,George Martin
Larence Snow,George Martin
Small Paul,George Martin
Tion Frey,George Martin
Tytos Blackwood,George Martin
Lucas Blackwood,George Martin
Hoster Blackwood,George Martin
Jonos Bracken,George Martin
Harry Rivers,George Martin
Utherydes Wayn,George Martin
Robin Ryger,George Martin
Edmyn Tully,George Martin
Lewys Piper,George Martin
Norbert Vance,George Martin
Karyl Vance,George Martin
Walter Whent,George Martin
Shella Whent,George Martin
Oswell Whent,George Martin
Willis Wode,George Martin
Raymun Darry,George Martin
Lyman Darry,George Martin
Mariya Darry,George Martin
Myles Mooton,George Martin
Jon Mooton,George Martin
Walys Mooton,George Martin
Manfryd Mooton,George Martin
Norren,George Martin
Jonothor Darry,George Martin
Meribald,George Martin
Elder Brother,George Martin
Quincy Cox,George Martin
Mad Huntsman,George Martin
Bella,George Martin
Jonquil,George Martin
Florian the Fool,George Martin
Tom of Sevenstreams,George Martin
Anguy,George Martin
Lem Lemoncloak,George Martin
Greenbeard,George Martin
Harwin,George Martin
Urswyck,George Martin
Utt,George Martin
Shagwell,George Martin
Zollo,George Martin
Timeon,George Martin
Pyg,George Martin
